review_id,feature,opinion,sentiment,token,engagement
1394,0,thing,nice,WdjIYIG5-Rw,0,"IMHO I think so, my definition is much better since I started using it and I like the flavour so for me even if I'm wrong and it's just placebo it makes me feel good and at 61 years old that's always a nice thing"
1395,0,protein,whey,WdjIYIG5-Rw,-1,yeah I've got no whey protein but i have this shitty phd diet whey protein could i still use it and gain muscle
1395,0,diet,shitty,WdjIYIG5-Rw,-1,yeah I've got no whey protein but i have this shitty phd diet whey protein could i still use it and gain muscle
1395,0,protein,whey,WdjIYIG5-Rw,-1,yeah I've got no whey protein but i have this shitty phd diet whey protein could i still use it and gain muscle
1398,0,product,good,WdjIYIG5-Rw,-1,"I was looking on eBay with this product I'm female 5ft4 112lbs I'm not overweight I just want to tone up I'm totally at a loss I've never dieted and eat everything turning 26 I've noticed I'm starting to get a bit of a ""kangaroo pouch"" and I'm definitely not as toned as I used to be naturally I have all my diet plan prep meals in place plus signing upto a gym I need help on a good protein product but that's also not a total rip off!"
1398,0,product,good,WdjIYIG5-Rw,-1,"I was looking on eBay with this product I'm female 5ft4 112lbs I'm not overweight I just want to tone up I'm totally at a loss I've never dieted and eat everything turning 26 I've noticed I'm starting to get a bit of a ""kangaroo pouch"" and I'm definitely not as toned as I used to be naturally I have all my diet plan prep meals in place plus signing upto a gym I need help on a good protein product but that's also not a total rip off!"
1399,0,fan,long,WdjIYIG5-Rw,2,Hey thomas great videos keep it up im a long time fan!
1419,0,love,much,jZnkcIBDj_0,2,I love you so much!
1421,0,things,great,Cmc2OaJOAaM,-1,Ive heard some great things about it and my auntie got cool weight loss with it.
1421,0,loss,cool,Cmc2OaJOAaM,-1,Ive heard some great things about it and my auntie got cool weight loss with it.
1423,0,things,incredible,Cmc2OaJOAaM,2,Ive heard some incredible things about it and my brother in law created amazing Paleo recipes with it.
1424,0,meals,delicious,Cmc2OaJOAaM,2,Have you ever heard of someone average melting fat--and enjoying three full delicious meals at the same time?
1424,0,meals,full,Cmc2OaJOAaM,2,Have you ever heard of someone average melting fat--and enjoying three full delicious meals at the same time?
1432,0,fat,excess,Cmc2OaJOAaM,-1,"Hi You can lose excess body fat without starving Please think the healthy, natural weight loss solution, Visit POUNDALE.COM"
1433,0,weight,real,Cmc2OaJOAaM,0,This is how I lost weight for real; using the tips on POUNDALE.COM
1441,0,love,healthy,GDt_-_sf_m4,2,You look very healthy love.
1447,0,etc,tonics,GDt_-_sf_m4,0,"Do you have any recipes, tonics etc using he shou wu?"
1463,1,meals,significant,bklNfZ2xPsg,0,You ABSOLUTELY CAN eat large significant calorie meals of fruit/ smoothies BUT only if you say bye-bye to the high density carbs such as rice etc.
1463,1,meals,large,bklNfZ2xPsg,0,You ABSOLUTELY CAN eat large significant calorie meals of fruit/ smoothies BUT only if you say bye-bye to the high density carbs such as rice etc.
1463,1,carbs,bye-bye,bklNfZ2xPsg,0,You ABSOLUTELY CAN eat large significant calorie meals of fruit/ smoothies BUT only if you say bye-bye to the high density carbs such as rice etc.
1463,1,diet,significant,bklNfZ2xPsg,0,"Each of the three major leap-levels of physical performance and health, in relation to significant fuel modifications to the diet require a transition period."
1463,1,amounts,large,bklNfZ2xPsg,-1,"Those who eat rice, for example, AND eat large amounts of fruit/ smoothies are going to have problems."
1463,1,amounts,eat,bklNfZ2xPsg,-1,"Those who eat rice, for example, AND eat large amounts of fruit/ smoothies are going to have problems."
1463,1,mix,bad,bklNfZ2xPsg,-1,"Eating rice for dinner and then having a fruit smoothie for breakfast is a bad mix, as those who ""want their cake and eat it too"" will surely discover."
1463,1,carbs,not high,bklNfZ2xPsg,-1,"There are other metabolic-affecting factors such as time on diet, intensity of regular activity, etc., but suffice it to say that you can't mix low density carbs with high density carbs as a significant fuel source and eect even marginal health or performance."
1463,1,carbs,not low,bklNfZ2xPsg,-1,"There are other metabolic-affecting factors such as time on diet, intensity of regular activity, etc., but suffice it to say that you can't mix low density carbs with high density carbs as a significant fuel source and eect even marginal health or performance."
1463,1,carbs,not high,bklNfZ2xPsg,-1,"There are other metabolic-affecting factors such as time on diet, intensity of regular activity, etc., but suffice it to say that you can't mix low density carbs with high density carbs as a significant fuel source and eect even marginal health or performance."
1463,1,carbs,not low,bklNfZ2xPsg,-1,"There are other metabolic-affecting factors such as time on diet, intensity of regular activity, etc., but suffice it to say that you can't mix low density carbs with high density carbs as a significant fuel source and eect even marginal health or performance."
1463,1,health,marginal,bklNfZ2xPsg,-1,"There are other metabolic-affecting factors such as time on diet, intensity of regular activity, etc., but suffice it to say that you can't mix low density carbs with high density carbs as a significant fuel source and eect even marginal health or performance."
1465,0,fat,overt,bklNfZ2xPsg,0,I was always fat till I changed my eating habits and stopped eating overt fats.
1465,0,fats,overt,bklNfZ2xPsg,0,I was always fat till I changed my eating habits and stopped eating overt fats.
1470,0,sugar,better,bklNfZ2xPsg,0,I thought of this when you suggested trying fats with fruit (better control blood sugar) FOR weightloss.
1470,0,combo,fat,bklNfZ2xPsg,0,I'd think there calories would be higher at the end of the day with fat fruit combo yet they loose the excess weight?
1470,0,weight,loose,bklNfZ2xPsg,0,I'd think there calories would be higher at the end of the day with fat fruit combo yet they loose the excess weight?
1470,0,weight,higher,bklNfZ2xPsg,0,I'd think there calories would be higher at the end of the day with fat fruit combo yet they loose the excess weight?
1473,0,mixes,prepackaged,uvQeCiouDDE,0,Can you also use the prepackaged kale/spinach mixes?
1478,0,absorption,better,A5aHh2VHYsM,0,I think the fiber helps keep the juice in your body longer for better absorption.
1491,1,fruit,fresh,A5aHh2VHYsM,1,After seeing that pineapple I'm gonna say 'fresh fruit' thank you.
1491,1,food,denatured,A5aHh2VHYsM,0,No prana in that denatured food!
1492,2,feel,overrated,A5aHh2VHYsM,0,"In fact, I stopped using superfoods period, because they honestly feel overrated to me."
1492,2,amounts,massive,A5aHh2VHYsM,0,"He also has massive amounts of money to invest in all this stuff, so it probably is going to need some adaptation by almost everyone who watches it."
1494,0,food,strict,A5aHh2VHYsM,1,"Also, there used to be strict rules about food combining; mixing proteins with fruits, they said they don't digest well together, that some fruits should be eaten alone because they digest very quickly, leaving the rest to ferment."
1494,0,mix,say,A5aHh2VHYsM,0,They used to say not to mix vegetables and fruits in the same meal too.
1494,0,meal,same,A5aHh2VHYsM,0,They used to say not to mix vegetables and fruits in the same meal too.
1501,0,snack,optional,KPo67CTku9w,0,Did you eat the daily optional snack when you lost your weight?
1501,0,snack,daily,KPo67CTku9w,0,Did you eat the daily optional snack when you lost your weight?
1503,1,food,Medifast,KPo67CTku9w,0,"Kristina, Do the you still eat Medifast food?"
1505,0,ingredients,organic,PAepSdPa-c0,1,"My only concern would be that while all the ingredients are organic or ""good"" for you, they are still all processed ingredients."
1505,0,ingredients,organic,PAepSdPa-c0,1,"My only concern would be that while all the ingredients are organic or ""good"" for you, they are still all processed ingredients."
1505,0,lot,due,PAepSdPa-c0,-1,I think a lot of the health problems we have today is due to lack of real whole foods in our diet.
1505,0,foods,real,PAepSdPa-c0,-1,I think a lot of the health problems we have today is due to lack of real whole foods in our diet.
1505,0,foods,whole,PAepSdPa-c0,-1,I think a lot of the health problems we have today is due to lack of real whole foods in our diet.
1505,0,diet,whole,PAepSdPa-c0,-1,I think a lot of the health problems we have today is due to lack of real whole foods in our diet.
1505,0,diet,real,PAepSdPa-c0,-1,I think a lot of the health problems we have today is due to lack of real whole foods in our diet.
1509,2,meals,total,PAepSdPa-c0,0,"My opinion is to use supplements for short periods of time, for a specifically selected goal, and not as total replacement of meals."
1509,2,food,normal,PAepSdPa-c0,-1,"Making your own shakes out of normal food is probably less risky than processed ones, though."
1509,2,nutrition,adequate,PAepSdPa-c0,-1,"1) Almost everyone who isn't going hungry, elderly, or disabled in the US has adequate minimum nutrition, even if the PROPORTIONs of nutrients are skewed to carbs and fats."
1509,2,nutrition,minimum,PAepSdPa-c0,-1,"1) Almost everyone who isn't going hungry, elderly, or disabled in the US has adequate minimum nutrition, even if the PROPORTIONs of nutrients are skewed to carbs and fats."
1509,2,food,natural,PAepSdPa-c0,0,This is because we don't have the technology to exactly replicate everything from natural food.
1509,2,supplement,dietary,PAepSdPa-c0,0,The FDA is not required to check every dietary supplement unless the manufacturer makes a specific health claim.
1509,2,protein,whey,PAepSdPa-c0,0,"The manufacturing process also sometimes concentrates naturally occurring toxins, such as the arsenic and cadmium in whey protein that is marketed to athletes."
1511,0,review,solid,tikjXrDH1h0,1,hey this is a good solid review of the medifast program.
1511,0,review,good,tikjXrDH1h0,1,hey this is a good solid review of the medifast program.
1512,0,work,hard,tikjXrDH1h0,-1,"Alot of my friends have been taking Medifast for the wrong reason, because they wanted to lose weight quickly without the hard work."
1512,0,kind,picky,tikjXrDH1h0,1,"However, I am very picky about the kind of foods I place in my body, so I have been iffy about Medifast."
1514,0,people,practical,cS7GuR5JQ5U,1,"I like to eat now and then too, I don't think it's necessary to replace all your meals but for some people, it may be practical to at least replace breakfast."
1520,5,ingredients,same,hqBWm_dCa7I,1,After some research O found out that the same ingredients that help with overall sexual organ health and the libido helped me with my issues as well.
1520,5,health,sexual,hqBWm_dCa7I,1,After some research O found out that the same ingredients that help with overall sexual organ health and the libido helped me with my issues as well.
1520,5,health,overall,hqBWm_dCa7I,1,After some research O found out that the same ingredients that help with overall sexual organ health and the libido helped me with my issues as well.
1523,0,taste,horrible,edwrq3XinZs,-2,"It also has nothing useful in it, and it tastes horrible."
1523,0,value,real,edwrq3XinZs,-1,It has no real nutrient value and does not help in weight loss AT ALL.
1524,2,review,false,edwrq3XinZs,0,I'm am unsuscribing because of your false review.
1524,2,carbs,not intended,edwrq3XinZs,-1,"the reason why there are carbs in this shake is because it is a MEAL REPLACEMENT, as well as protein...a protein powder doesn't need that many carbs because it is not intended as a meal replacement.....very disappointed in the video."
1524,2,carbs,not intended,edwrq3XinZs,-1,"the reason why there are carbs in this shake is because it is a MEAL REPLACEMENT, as well as protein...a protein powder doesn't need that many carbs because it is not intended as a meal replacement.....very disappointed in the video."
1527,3,product,crapped,edwrq3XinZs,3,In this case a beautiful girl who seems like she's pretty cool with a good head on her shoulders and probably didn't mean to but totally crapped on a really awesome product.
1527,3,meal,healthy,edwrq3XinZs,0,considering the contents of the ingredients it's the most healthy and densely nutritious meal of anyone's day if they drink it.
1527,3,meal,nutritious,edwrq3XinZs,0,considering the contents of the ingredients it's the most healthy and densely nutritious meal of anyone's day if they drink it.
1527,3,product,wrong,edwrq3XinZs,-1,you are so wrong about this product.
1530,1,effects,long,edwrq3XinZs,0,Does anyone know of the long term effects of consuming this product?
1530,1,food,real,edwrq3XinZs,0,"I would rather eat real food, than processed garbage any day."
1530,1,weight,much,edwrq3XinZs,0,"I gave up sugar, and have lost so much weight."
1538,1,supplements,nutritional,edwrq3XinZs,0,"They specialize in making routines, not nutritional supplements."
1539,0,energy,more,edwrq3XinZs,0,I have more energy and that helps me get more done throughout my day.
1543,0,trier,like,#NAME?,0,If you would like to try Strawberry vegan I will send you a sample.
1543,0,vegan,Strawberry,#NAME?,0,If you would like to try Strawberry vegan I will send you a sample.
1544,0,product,not better,#NAME?,0,The product is no better than anything you can buy at Costco for 1/3 the price.
1544,0,anything,not better,#NAME?,0,The product is no better than anything you can buy at Costco for 1/3 the price.
1544,0,trier,signed,#NAME?,0,"I signed up to try it for one month, as a favour to a friend, well that was a huge mistake."
1544,0,reviews,false,#NAME?,0,"Be careful when reading reviews as there are thousands of people making money selling this highly overpriced, over rated product - so they saturate the internet with false reviews and claims."
1544,0,product,overpriced,#NAME?,0,"Be careful when reading reviews as there are thousands of people making money selling this highly overpriced, over rated product - so they saturate the internet with false reviews and claims."
1544,0,reviews,false,#NAME?,0,"Be careful when reading reviews as there are thousands of people making money selling this highly overpriced, over rated product - so they saturate the internet with false reviews and claims."
1546,0,life,menstrual,#NAME?,-1,plus I had the worst menstrual cramps in my life!!!!
1546,0,life,worst,#NAME?,-1,plus I had the worst menstrual cramps in my life!!!!
1550,0,calories,many,#NAME?,0,unless you were adding too many calories in your day.
1554,0,product,similar,#NAME?,0,I actually had a similar eerience with the product.
1554,0,people,many,#NAME?,0,"Although it works for so many people, it wasn't right for me due to my allergies."
1554,0,allergies,not due,#NAME?,0,"Although it works for so many people, it wasn't right for me due to my allergies."
1554,0,intolerance,gluten,#NAME?,-3,I have friends that suffer from gluten intolerance and dairy issues but they don't have any problems so i thought id give it a try.
1554,0,gluten,certified,#NAME?,-1,"I was actually hesitant in the first place because Shakeology is not certified gluten free, so that may have been my issue."
1557,0,people,sensitive,#NAME?,0,Some people are sensitive to Whey.
1557,0,Whey,sensitive,#NAME?,0,Some people are sensitive to Whey.
1557,0,luck,Good,#NAME?,2,Good luck!
1563,1,bags,several,0Pp6g2u5eJw,0,I just got several bags of this stuff for free from my rich aunt and uncle.
1568,1,food,fast,0Pp6g2u5eJw,-1,did u still eat fast food every now and then with shakeology as your breakfast and still get solid results?
1568,1,results,solid,0Pp6g2u5eJw,-1,did u still eat fast food every now and then with shakeology as your breakfast and still get solid results?
1568,1,review,great,0Pp6g2u5eJw,2,great review
1570,1,life,herbal,0Pp6g2u5eJw,0,how is this compared to herbal life?
1570,1,cravings,energized,0Pp6g2u5eJw,1,energized cutt cravings.....i was impressed!
1573,1,results,real,0Pp6g2u5eJw,1,thank you for this video i wanted to truly see someone with real results
1575,1,meals,not regular,0Pp6g2u5eJw,2,After talking about Mcds which I do love to eat there I wanted to let you know I do eat regular meals and don't watch what I eat.
1575,1,results,more,0Pp6g2u5eJw,0,"I do plan, to do two more rounds to see more results but, doing it eating regular with no dieting."
1575,1,dieting,regular,0Pp6g2u5eJw,0,"I do plan, to do two more rounds to see more results but, doing it eating regular with no dieting."
1576,1,trier,motivated,0Pp6g2u5eJw,1,Hey Bob im doing T25 at the moment but i have seen some Insanity Asylum results and i am really motivated and want to try the program out.
1576,1,trier,want,0Pp6g2u5eJw,1,Hey Bob im doing T25 at the moment but i have seen some Insanity Asylum results and i am really motivated and want to try the program out.
1577,1,drink,cold,0Pp6g2u5eJw,-2,"hello coach Bob just a quick question, does shakeology have any sweeteners in it i.e does it have this after taste of beverages that contain sweeteners like diet coke cause I'd rather have a cold drink with no sugar at all than have it with a sweetener I HATE that taste thank you"
1577,1,sugar,cold,0Pp6g2u5eJw,-2,"hello coach Bob just a quick question, does shakeology have any sweeteners in it i.e does it have this after taste of beverages that contain sweeteners like diet coke cause I'd rather have a cold drink with no sugar at all than have it with a sweetener I HATE that taste thank you"
1578,1,results,good,0Pp6g2u5eJw,2,Got pretty good results alongside doing a program my gf got.
1578,1,feel,rejuvenated,0Pp6g2u5eJw,-1,I feel more rejuvenated after my workouts than I did before starting Shakeology!
1578,1,workouts,rejuvenated,0Pp6g2u5eJw,-1,I feel more rejuvenated after my workouts than I did before starting Shakeology!
1581,0,flavor,nice,37ob03RElgs,1,It had a nice Mexican chocolate flavor
1581,0,flavor,Mexican,37ob03RElgs,1,It had a nice Mexican chocolate flavor
1583,0,powder,natural,37ob03RElgs,0,you van also use cacao powder with natural egwhite powder
1583,0,powder,natural,37ob03RElgs,0,you van also use cacao powder with natural egwhite powder
1584,0,food,de,37ob03RElgs,-1,so shakeokogy substitute only the red conteiner and can I eat de rest of food on my otera conteiners or substitute all co gainers for o e meal sorry I'm confused.
1584,0,gainers,sorry,37ob03RElgs,-1,so shakeokogy substitute only the red conteiner and can I eat de rest of food on my otera conteiners or substitute all co gainers for o e meal sorry I'm confused.
1585,1,drink,blender,37ob03RElgs,0,Can u drink it withouy blender?
1593,1,thing,such,37ob03RElgs,0,I'm one of those people who doesn't think there is such thing as too sour.
1596,0,work,good,37ob03RElgs,0,"This works good for me, since I can make another shake later with the other 1/2 scoop of shakeology."
1597,0,taste,good,37ob03RElgs,0,Does the chocolate shakeology honestly taste good?
1603,3,food,healthy,j8-tSEynkxQ,-2,"Eat healthy food, stay off the bread and pasta, exercise 30 minutes a day, and skip this crap."
1603,3,amounts,trace,j8-tSEynkxQ,2,It tastes like chocolate sawdust and is made of basically rice and peas with trace amounts of healthy stuff in super-minuscule quantities.
1604,0,thing,only,j8-tSEynkxQ,0,2:30 is the only thing you need not this
1609,0,luck,Good,j8-tSEynkxQ,2,"Here is the link, Good luck and let me know if I can help, we offer online coaching."
1612,5,products,beachbody,j8-tSEynkxQ,0,"First of all, a beachbody coach is someone who's used beachbody products and because they get results using their products they share what they're doing with people who they think can benefit from it."
1612,5,products,beachbody,j8-tSEynkxQ,0,"First of all, a beachbody coach is someone who's used beachbody products and because they get results using their products they share what they're doing with people who they think can benefit from it."
1612,5,ingredients,great,j8-tSEynkxQ,1,If you can replicate the ingredients in the shake great!
1612,5,results,different,j8-tSEynkxQ,0,There is no single path to following a healthy lifestyle there are simply different ways to get different results.
1612,5,price,cheaper,j8-tSEynkxQ,-1,If you believe you can create a different shake or suppliment that can help others at a cheaper price then do it!
1612,5,trier,want,j8-tSEynkxQ,-1,If you do want to try it my advice is to go by your opinion with how you feel it has a bottom of the bag money back guarantee meaning if you take the entire month of shakeology and still don't like it mail it back!
1612,5,results,great,j8-tSEynkxQ,-1,"no problem but don't attack and label EVERY Beachbody coach as some sort of scamming, selfish salesman because there are people who've gotten great results through Beachbody and want to share the secret of their success with those who struggle with the same situations they've recovered from."
1616,0,life,different,j8-tSEynkxQ,0,IS this stuff much different from herba life?
1619,0,product,great,me15POjiEnE,2,However it is still a great product.
1620,0,ingredients,have,me15POjiEnE,0,didn't even have 1/3 the ingredients 2.)
1620,0,protein,regular,me15POjiEnE,-1,Initially I was comparing Shakeology to all that I knew (which was regular protein / weight loss shakes) ... but when I realized what it ACTUALLY was .... there was NO COMPARISON!!!
1622,0,milk,best,me15POjiEnE,1,its best to have this with water / or ice cubes - almond milk.
1622,0,milk,other,me15POjiEnE,0,you can gain weight with using other fatty milk.
1623,0,migraines,horrible,me15POjiEnE,-3,"I can't drink Stevia, it gives me horrible migraines."
1627,0,shop,local,me15POjiEnE,0,"I L <3 VE Shakeology - you just have no idea how great this stuff is - I've been fighting diabetes for years - and guess what - it's finally under control - I don't need to go on meds or insulin - This stuff has been clinically proven to lower cholesterol, lower blood pressure, lower your blood sugar - get you healthy - lose weight - Try this out - contact me today or head on over to - you can even add a workout to it by choosing a challenge (combo) pack - BUT - if you just want the shakes - you can even check out and try some fabulous recipes too - one of my favs is making a cup of joe and adding my vanilla Shakeo to it - mmmmm - so much better than going to the local coffee shop <3"
1629,1,bag,shakeology,me15POjiEnE,-1,actually tony is wrong i paid 156 for my shakeology bag
1637,0,powder,vegan,me15POjiEnE,0,Which is just a vegan protein powder and not supposed to be anything like shakeology.
1637,0,powder,personal,me15POjiEnE,0,I bet it was Tony's personal protein powder because i know he uses vegan protein.
1638,0,nutrients,cheap,HwgaeGBvm4c,0,"Shakeology in the long run is cheap, good for you nutrients that help you thru the day."
1643,0,vitamin,multi,HwgaeGBvm4c,0,"Just eat healthy, workout and take a multi vitamin if you're lacking something."
1648,0,fan,Big,HwgaeGBvm4c,0,Big fan of Tim Horton's.
1651,1,flavor,favorite,HwgaeGBvm4c,2,my favorite flavor is vegan chocolate and it was delicious
1655,7,feel,full,HwgaeGBvm4c,0,I actually feel full during lunch (when I take it) and it prevents me from munching on snacks.
1655,7,flavor,Chocolate,HwgaeGBvm4c,1,My favorite flavor is definitely Chocolate.
1655,7,taste,good,HwgaeGBvm4c,0,Palatability: The chocolate Shakeology just tastes so darn good.
1655,7,review,used,HwgaeGBvm4c,-1,"I used to review decent restaurants in Koreatown and Beverly Hills of Los Angeles, and can be fairly critical of food."
1655,7,review,critical,HwgaeGBvm4c,-1,"I used to review decent restaurants in Koreatown and Beverly Hills of Los Angeles, and can be fairly critical of food."
1655,7,food,critical,HwgaeGBvm4c,-1,"I used to review decent restaurants in Koreatown and Beverly Hills of Los Angeles, and can be fairly critical of food."
1662,0,luck,Good,rF-6ap5z5rM,2,"Here is the link, Good luck and let me know if I can help, we offer online coaching."
1663,2,milk,almond,rF-6ap5z5rM,0,If you still have the VEGAN (choc) try it with a cup of almond milk and some strawberries!
1664,3,ingredients,easy,rF-6ap5z5rM,-1,"I hate how when people praise Shakeology for its ingredients, easy of preparation (or lack thereof), and benefits, they feel the need to have to say ""I'm not a Beachbody coach and do not sell Shakeology."""
1664,3,kind,no-lifestyle-change,rF-6ap5z5rM,-1,"People need to realize this shake isn't being touted by BB or any coach that it's an all-in-one ""get slim fast"" no-lifestyle-change kind of ""miracle"" weight-loss cure."
1664,3,kind,fast,rF-6ap5z5rM,-1,"People need to realize this shake isn't being touted by BB or any coach that it's an all-in-one ""get slim fast"" no-lifestyle-change kind of ""miracle"" weight-loss cure."
1664,3,kind,slim,rF-6ap5z5rM,-1,"People need to realize this shake isn't being touted by BB or any coach that it's an all-in-one ""get slim fast"" no-lifestyle-change kind of ""miracle"" weight-loss cure."
1664,3,weight,endurance,rF-6ap5z5rM,-1,"Take the shake while in a workout regimen, and you'll see that you lose THAT MUCH MORE weight, or that you gained THAT MUCH MORE muscle definition, or that you've achieved THAT MUCH MORE endurance."
1664,3,weight,MORE,rF-6ap5z5rM,-1,"Take the shake while in a workout regimen, and you'll see that you lose THAT MUCH MORE weight, or that you gained THAT MUCH MORE muscle definition, or that you've achieved THAT MUCH MORE endurance."
1664,3,results,BEST,rF-6ap5z5rM,1,It helps you get THE BEST results.
1666,4,fruits,actual,rF-6ap5z5rM,-1,"When I looked at the ingredients, the shake it packed with vitamins, some protein and the equivalent to actual fruits and veggies is priceless."
1666,4,fruits,many,rF-6ap5z5rM,0,"Plus, I cannot imagine my girlfriend eating that many fruits and veggies in a day without throwing up."
1668,6,people,Please,rF-6ap5z5rM,0,"Please people, don't spend your hard earned money on bullshit gimmicks like Shakeology."
1668,6,diet,whole,rF-6ap5z5rM,1,All you need is a clean whole food diet (more like way of life) and the Internet.
1668,6,diet,clean,rF-6ap5z5rM,1,All you need is a clean whole food diet (more like way of life) and the Internet.
1668,6,investment,long,rF-6ap5z5rM,-2,Everybody wants a goddamn quick one button fix these days and nobody is willing to put in quality work and make it a long term investment.
1671,0,protein,high,rF-6ap5z5rM,0,high protein?
1672,6,life,healthy,rF-6ap5z5rM,1,Well let me say that if you are trying to live a healthy life and are very discipline.
1673,2,foods,regular,rF-6ap5z5rM,0,"my daughter uses this eensive stuff and hasn't lost but 5 pounds in 2 months...I started my diet march 1 2014, I started out at 216 pounds, today is april 13 2014, and I have lost 21 cpounds by quit eating sugar and stuff made with sugar..i take 2 acidophilus with lactis tablets, I eat plain yogurt, I don't eat bread and no candy, just regular foods and pro biotics..I will be back in 17 days to report"
1674,1,product,cheaper,rF-6ap5z5rM,0,Google Greens Plus and you'll find a MUCH cheaper and better product.
1674,1,product,better,rF-6ap5z5rM,0,Google Greens Plus and you'll find a MUCH cheaper and better product.
1674,1,product,MUCH,rF-6ap5z5rM,0,Google Greens Plus and you'll find a MUCH cheaper and better product.
1674,1,amount,small,rF-6ap5z5rM,0,It could be a very small amount.
1674,1,amounts,nice,rF-6ap5z5rM,1,Greens Plus list the actual amounts you're getting....nice to know what you're paying for.
1674,1,amounts,actual,rF-6ap5z5rM,1,Greens Plus list the actual amounts you're getting....nice to know what you're paying for.
1675,0,value,nutritional,rF-6ap5z5rM,0,"It takes me 3 minutes max to make a chicken salad with all kinds of toppings....but then again I cook for a living,but I understand what you are saying,I still think you can make a home made shake with as much nutritional value as any powder that you can buy at the health store,it just the name and gimmicks what this companys are selling you"
1675,0,powder,nutritional,rF-6ap5z5rM,0,"It takes me 3 minutes max to make a chicken salad with all kinds of toppings....but then again I cook for a living,but I understand what you are saying,I still think you can make a home made shake with as much nutritional value as any powder that you can buy at the health store,it just the name and gimmicks what this companys are selling you"
1683,0,luck,Good,jTZkeUmfEDE,1,Only WEAK MINDED people would use or buy into this stuff... Good luck dumb ass hahaha!
1685,0,products,herbalife,jTZkeUmfEDE,0,I use herbalife products for about 2 months and I really hat more energy over the day.
1685,0,energy,more,jTZkeUmfEDE,0,I use herbalife products for about 2 months and I really hat more energy over the day.
1685,0,effects,bad,jTZkeUmfEDE,-1,"Now, I have a question to you: Do you think herbalife shampoo also has bad effects?"
1688,0,product,excellent,jTZkeUmfEDE,1,My God I am going to die.......friend i am drinking herbalife and even the doctor told me is an excellent product....
1689,0,products,Herbalife,jTZkeUmfEDE,0,You are spot on about the Herbalife products.
1689,0,products,not better,jTZkeUmfEDE,0,They are no better than many commercially available products as they claim.
1689,0,ingredients,full,jTZkeUmfEDE,0,full of junk ingredients.
1691,0,protein,purest,jTZkeUmfEDE,-1,soy isolate is the purest form of soy protein lost my moobs when I started and my energy and sex drive when up
1693,2,people,many,jTZkeUmfEDE,0,"many people gain health benefits from Herbalife, it's just hard to find pesticides free veggies, msg-free/artificial sweetener free foods nowadays."
1693,2,sweetener,msg-free/artificial,jTZkeUmfEDE,0,"many people gain health benefits from Herbalife, it's just hard to find pesticides free veggies, msg-free/artificial sweetener free foods nowadays."
1693,2,foods,free,jTZkeUmfEDE,0,"many people gain health benefits from Herbalife, it's just hard to find pesticides free veggies, msg-free/artificial sweetener free foods nowadays."
1695,0,food,not fine,jTZkeUmfEDE,2,I am a studied nutritionist though and I know that every food which is processed in some way is not perfectly fine for us to eat!
1695,0,diet,whole,jTZkeUmfEDE,0,I was wondering what you might think about using the Formula 1 or vitamin products to fill up the bodys empty stores and use it as a supplement to start in a healthy whole foods diet?
1695,0,diet,healthy,jTZkeUmfEDE,0,I was wondering what you might think about using the Formula 1 or vitamin products to fill up the bodys empty stores and use it as a supplement to start in a healthy whole foods diet?
1695,0,feel,great,jTZkeUmfEDE,2,"But I think it is just because suddenly their bodys get all the nutrients they need, people feel great and get healthy."
1695,0,foods,real,jTZkeUmfEDE,0,But after some time maybe you have to stop using it and need to start eating real foods.
1709,0,people,wasted,Cy-O4myeUzg,0,"and the fact that it works by manipulating the people that sells, and the friend to whom they sell too.. the worst part of this is the wasted amounts of humanity, of people that has no passion for anything except consume."
1709,0,amounts,wasted,Cy-O4myeUzg,0,"and the fact that it works by manipulating the people that sells, and the friend to whom they sell too.. the worst part of this is the wasted amounts of humanity, of people that has no passion for anything except consume."
1709,0,people,wasted,Cy-O4myeUzg,0,"and the fact that it works by manipulating the people that sells, and the friend to whom they sell too.. the worst part of this is the wasted amounts of humanity, of people that has no passion for anything except consume."
1714,0,people,more,Cy-O4myeUzg,0,"Her friend told her to join this group where she pays $1400, then add two more people and she'll get $11000."
1721,0,thing,same,EqOMHOgt3JQ,0,It Works and Advocare are basically the same thing in my opinion.
1721,0,kind,same,EqOMHOgt3JQ,1,They have the same kind of conventions etc.
1728,9,people,fat,EqOMHOgt3JQ,-1,shitty as products that make fat people think they will loose weight!
1729,0,love,herbalife,EqOMHOgt3JQ,2,"""its ok i just said I love herbalife!"""
1737,0,supplements,sick,wAuJ5cJsGgA,-1,its vitamins minerals that ur body needs .... they just say these to prevent the giants pharmacuetical companies to get jealous hhihihihih i myself when sick takes these supplements instead of synthetic medicines!!!
1738,0,meal,good,wAuJ5cJsGgA,2,HERBALIFE is a good meal not a medicine I m use the product amazing results is my I m a HERBALIFE Associates and many people change life Those who are use HERBALIFE pls only buy a HERBALIFE INTERNATIONAL INDIA PVT LTD.NOT A ONLINE .THIS TIME MANY ONLINE MARKETING IS TO SELL THE PRODUCT BUT HERBALIFE IS NOT A PERMISSION TO SELL THE PRODUCT IN INDIA
1738,0,results,amazing,wAuJ5cJsGgA,2,HERBALIFE is a good meal not a medicine I m use the product amazing results is my I m a HERBALIFE Associates and many people change life Those who are use HERBALIFE pls only buy a HERBALIFE INTERNATIONAL INDIA PVT LTD.NOT A ONLINE .THIS TIME MANY ONLINE MARKETING IS TO SELL THE PRODUCT BUT HERBALIFE IS NOT A PERMISSION TO SELL THE PRODUCT IN INDIA
