"","index","asin","feature","helpful","opinion","overall","sentiment","token","unixReviewTime","feature_LEMMA","opinion_LEMMA","feature_STEM","opinion_STEM","cluster_number_set","cluster_number_feature","cluster_number_opinion"
"3442",969,"B000GIQSV6","work","[0, 0]","good",4,1,"This review is based on a person that goes to the gym 3 - 4 times a week, hard gainer , 162 pounds 5 11' and 18 years old.Taste 8.5/10It was really good, not like it was GREAT but you can easily take this protein and dont feel like you are going to throw upMixability: 10/10Mixes really easy, shake it for like 30 to 40 secs real hard and thats it THAT SIMPLE.Results 8.5/10Im a hard gainer i mostly use weight gainers like serious mass, quickmass loaded, the thing is they dont have a lot of protein... mostly carbs so i wanted something with more protein and let me tell you this works really good!",1350604800,"work","good","work","good","0","1","1"
"3443",969,"B000GIQSV6","feel","[0, 0]","tight",4,2,"it doesnt go to your belly and after you drink it you still feel really good and can do other stuff like go out and everything normal, my muscles feel nice and tight after i drink it i gained 2 or 3 pounds maybe with a 2 pound tub i really recommends it, i myself bought another one!",1350604800,"feel","tight","feel","tight","0","1","0"
"3444",969,"B000GIQSV6","feel","[0, 0]","good",4,2,"it doesnt go to your belly and after you drink it you still feel really good and can do other stuff like go out and everything normal, my muscles feel nice and tight after i drink it i gained 2 or 3 pounds maybe with a 2 pound tub i really recommends it, i myself bought another one!",1350604800,"feel","good","feel","good","1","1","1"
"3445",969,"B000GIQSV6","feel","[0, 0]","nice",4,2,"it doesnt go to your belly and after you drink it you still feel really good and can do other stuff like go out and everything normal, my muscles feel nice and tight after i drink it i gained 2 or 3 pounds maybe with a 2 pound tub i really recommends it, i myself bought another one!",1350604800,"feel","nice","feel","nice","0","1","2"
"3446",970,"B000GIQSV6","Banana","[0, 0]","ok",3,0,"Banana is ok, Cookies N Cream is ok, the Chocolate, blech.",1376524800,"banana","ok","Banana","ok","0","0","2"
"3447",971,"B000GIQSV6","taste","[0, 0]","picky",5,1,"I'm very picky about taste and this is by far the best tasting protein powder that's also actually healthy!",1348099200,"taste","picky","tast","picki","0","1","0"
"3448",971,"B000GIQSV6","tasting","[0, 0]","picky",5,1,"I'm very picky about taste and this is by far the best tasting protein powder that's also actually healthy!",1348099200,"tasting","picky","tast","picki","0","1","0"
"3449",972,"B000GIQT06","mix","[0, 1]","pancakes",4,1,"Great for pancakes mix, pre/post workout shakes, oatmeal or whatever.",1390521600,"mix","pancakes","mix","pancak","0","1","0"
"3450",973,"B000GIQT06","stars","[0, 0]","starsPortability",5,0,"That being said the taste is not bad.My personal rating for this product:Taste 3 StartsEase of Mixing 3.5 starsResults 5 starsList of contents 5 starsPortability 5 stars",1363651200,"star","starsportability","star","starsport","0","0","0"
"3451",974,"B000GIQT06","Optimum","[0, 0]","Key",5,0,"Optimum is Key",1390867200,"optimum","key","Optimum","key","0","0","0"
"3452",974,"B000GIQT06","Optimum","[0, 0]","wrong",5,-1,"Can't go wrong with Optimum protein I take it after workouts and through out the day to keep me on my goals.",1390867200,"optimum","wrong","Optimum","wrong","0","0","0"
"3453",975,"B000GIQT06","taste","[0, 0]","Nice",4,1,"Nice taste",1382572800,"taste","nice","tast","nice","2","1","2"
"3454",975,"B000GIQT06","taste","[0, 0]","faint",4,1,"This has a faint chocolate taste to me as I like to mix my powder with milk.",1382572800,"taste","faint","tast","faint","0","1","0"
"3455",975,"B000GIQT06","mix","[0, 0]","like",4,1,"This has a faint chocolate taste to me as I like to mix my powder with milk.",1382572800,"mix","like","mix","like","0","1","0"
"3456",976,"B000GIQT06","sweeteners","[0, 0]","artificial",4,2,"Love the absence of artificial sweeteners.",1374624000,"sweetener","artificial","sweeten","artifici","1","1","1"
"3457",976,"B000GIQT06","flavored","[0, 0]","regular",4,1,"However, the natural flavored whey ones  don't mix as well as the regular flavors.",1374624000,"flavored","regular","flavor","regular","0","0","1"
"3458",976,"B000GIQT06","flavors","[0, 0]","regular",4,1,"However, the natural flavored whey ones  don't mix as well as the regular flavors.",1374624000,"flavor","regular","flavor","regular","0","1","1"
"3459",976,"B000GIQT06","buy","[0, 0]","great",4,2,"Still a great buy and as always ON is simply the best.",1374624000,"buy","great","buy","great","0","0","1"
"3460",976,"B000GIQT06","content","[0, 0]","High",4,0,"High protein content with little else.",1374624000,"content","high","content","high","0","0","1"
"3461",977,"B000GIQT06","fruits","[0, 0]","frozen",5,0,"I blend one scoop with frozen fruits,flaxseed meal  and almond milk after my intense workout.",1393804800,"fruit","frozen","fruit","frozen","1","1","1"
"3462",977,"B000GIQT06","meal","[0, 0]","flaxseed",5,0,"I blend one scoop with frozen fruits,flaxseed meal  and almond milk after my intense workout.",1393804800,"meal","flaxseed","meal","flaxse","0","0","0"
"3463",977,"B000GIQT06","milk","[0, 0]","almond",5,0,"I blend one scoop with frozen fruits,flaxseed meal  and almond milk after my intense workout.",1393804800,"milk","almond","milk","almond","1","1","1"
"3464",977,"B000GIQT06","workout","[0, 0]","intense",5,0,"I blend one scoop with frozen fruits,flaxseed meal  and almond milk after my intense workout.",1393804800,"workout","intense","workout","intens","0","1","0"
"3465",978,"B000GIQT06","review","[1, 2]","atleast",5,1,"WHAT MORE CAN I SAY?Well this review must be atleast 20 words so i must say alittle more,Bought it?",1329782400,"review","atleast","review","atleast","0","1","0"
"3466",978,"B000GIQT06","tasting","[1, 2]","better",5,2,"Very good tasting, better than any other brand ive tasted, the natural vanilla is very good and so is C&C;Used it?",1329782400,"tasting","good","tast","better","0","1","1"
"3467",978,"B000GIQT06","tasted","[1, 2]","better",5,2,"Very good tasting, better than any other brand ive tasted, the natural vanilla is very good and so is C&C;Used it?",1329782400,"tasted","good","tast","better","0","0","1"
"3468",978,"B000GIQT06","product","[1, 2]","great",5,-2,"i love the company, they make a great product without all the dangerous trash that others put in their protein (ahem..muscle-tech...ahum...muscle-milk) ON's the only brand i really trust now and will continue to use their products only(SIDENOTE: THEIR PROTEIN BARS ARE UNFORTUNATELY INCREDIBLY GROSS!!!",1329782400,"product","great","product","great","1","1","1"
"3469",978,"B000GIQT06","brand","[1, 2]","only",5,-2,"i love the company, they make a great product without all the dangerous trash that others put in their protein (ahem..muscle-tech...ahum...muscle-milk) ON's the only brand i really trust now and will continue to use their products only(SIDENOTE: THEIR PROTEIN BARS ARE UNFORTUNATELY INCREDIBLY GROSS!!!",1329782400,"brand","only","brand","onli","0","1","1"
"3470",978,"B000GIQT06","products","[1, 2]","great",5,-2,"i love the company, they make a great product without all the dangerous trash that others put in their protein (ahem..muscle-tech...ahum...muscle-milk) ON's the only brand i really trust now and will continue to use their products only(SIDENOTE: THEIR PROTEIN BARS ARE UNFORTUNATELY INCREDIBLY GROSS!!!",1329782400,"product","great","product","great","1","1","1"
"3471",979,"B000GIQT06","protein","[3, 4]","Most",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"protein","most","protein","most","1","1","1"
"3472",979,"B000GIQT06","ingredients","[3, 4]","closest",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"ingredient","close","ingredi","closest","0","1","0"
"3473",979,"B000GIQT06","ingredients","[3, 4]","raw",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"ingredient","raw","ingredi","raw","0","1","0"
"3474",979,"B000GIQT06","taste","[3, 4]","good",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"taste","good","tast","good","1","1","1"
"3475",979,"B000GIQT06","taste","[3, 4]","possible",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"taste","possible","tast","possibl","0","1","0"
"3476",979,"B000GIQT06","mix","[3, 4]","good",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"mix","good","mix","good","1","1","1"
"3477",979,"B000GIQT06","milk","[3, 4]","good",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"milk","good","milk","good","1","1","1"
"3478",979,"B000GIQT06","water","[3, 4]","rough",5,2,"Most of the whey protein on the market is full of artificial ingredients materials i am one for getting the closest to raw ingredients as possible the taste is really good just mix with milk it can be rough with water but one of the better ones with water.",1319500800,"water","rough","water","rough","0","1","0"
"3479",979,"B000GIQT06","product","[3, 4]","good",5,1,"I went with the vanilla overall if there was one product out there at a decent price point offering a good product its this one.",1319500800,"product","good","product","good","1","1","1"
"3480",980,"B000GIQT06","taste","[7, 11]","doesnt",5,1,"Im not going to lie this really doesnt taste like anything... Theres BARELY a hint of chocolate taste to it..Honestly noone buys protein powder as a replacement to chocolate milk.",1311724800,"taste","doesnt","tast","doesnt","0","1","0"
"3481",980,"B000GIQT06","anything","[7, 11]","doesnt",5,1,"Im not going to lie this really doesnt taste like anything... Theres BARELY a hint of chocolate taste to it..Honestly noone buys protein powder as a replacement to chocolate milk.",1311724800,"anything","doesnt","anyth","doesnt","0","0","0"
"3482",980,"B000GIQT06","taste","[7, 11]","good",5,1,"You want something that tastes good then drink chocolate milk.",1311724800,"taste","good","tast","good","1","1","1"
"3483",981,"B000GIQT06","sweeteners","[1, 1]","artificial",5,2,"I have weened away from the protein powders loaded with artificial sweeteners and etc., I and my family love it too.",1391040000,"sweetener","artificial","sweeten","artifici","1","1","1"
"3484",982,"B000GIQT06","taste","[0, 0]","different",3,0,"tastes different",1363392000,"taste","different","tast","differ","0","1","1"
"3485",985,"B000GIQT06","protein","[0, 0]","best",5,1,"The protein is the best.",1368921600,"protein","best","protein","best","1","1","1"
"3486",985,"B000GIQT06","sweeteners","[0, 0]","artificial",5,1,"The natural version is good, especially since I'm trying to limit artificial sweeteners in my diet.",1368921600,"sweetener","artificial","sweeten","artifici","1","1","1"
"3487",986,"B000GIQT06","powder","[0, 0]","non-whey",5,-1,"Compared to non-whey powder this stuff mixes into liquid ridiculously easily.",1355788800,"powder","non-whey","powder","non-whey","0","1","0"
"3488",986,"B000GIQT06","flavor","[0, 0]","neutral",5,1,"The flavor is neutral enough that I mix it with anything such as blended mango, spinach, or raspberries along with almond milk and the glorious protein disappears into the flavors around it.",1355788800,"flavor","neutral","flavor","neutral","0","1","0"
"3489",986,"B000GIQT06","milk","[0, 0]","almond",5,1,"The flavor is neutral enough that I mix it with anything such as blended mango, spinach, or raspberries along with almond milk and the glorious protein disappears into the flavors around it.",1355788800,"milk","almond","milk","almond","1","1","1"
"3490",986,"B000GIQT06","protein","[0, 0]","glorious",5,1,"The flavor is neutral enough that I mix it with anything such as blended mango, spinach, or raspberries along with almond milk and the glorious protein disappears into the flavors around it.",1355788800,"protein","glorious","protein","gloriou","0","1","0"
"3491",986,"B000GIQT06","flavors","[0, 0]","neutral",5,1,"The flavor is neutral enough that I mix it with anything such as blended mango, spinach, or raspberries along with almond milk and the glorious protein disappears into the flavors around it.",1355788800,"flavor","neutral","flavor","neutral","0","1","0"
"3492",986,"B000GIQT06","digestive","[0, 0]","negative",5,0,"No negative digestive issues as I'm nearing the end of a 5 pound barrel.",1355788800,"digestive","negative","digest","neg","0","0","0"
"3493",986,"B000GIQT06","price","[0, 0]","best",5,1,"Definitely among the best price per gram of quality protein I've found and probably the best calories to protein ratio I've seen.",1355788800,"price","best","price","best","1","1","1"
"3494",986,"B000GIQT06","calories","[0, 0]","best",5,1,"Definitely among the best price per gram of quality protein I've found and probably the best calories to protein ratio I've seen.",1355788800,"calorie","best","calori","best","0","1","1"
"3495",987,"B000GIQT06","thing","[0, 0]","only",5,-1,"too bad it's so expensive or I'd be getting ON all the time, the only thing I noticed was that it has a decent amount of sugar in it.",1365724800,"thing","only","thing","onli","1","1","1"
"3496",987,"B000GIQT06","amount","[0, 0]","decent",5,-1,"too bad it's so expensive or I'd be getting ON all the time, the only thing I noticed was that it has a decent amount of sugar in it.",1365724800,"amount","decent","amount","decent","0","1","2"
"3497",987,"B000GIQT06","sugar","[0, 0]","decent",5,-1,"too bad it's so expensive or I'd be getting ON all the time, the only thing I noticed was that it has a decent amount of sugar in it.",1365724800,"sugar","decent","sugar","decent","0","1","2"
"3498",987,"B000GIQT06","price","[0, 0]","Other",5,2,"Other than the price and sugar, it's great.",1365724800,"price","other","price","other","0","1","1"
"3499",988,"B000GIQT06","drink","[0, 1]","better",4,1,"I can stir it into a glass of milk real fast if I'm in a hurry (doesn't really mix in, but good enough to drink real quick and much better than any other powder I've tried).",1311552000,"drink","good","drink","better","1","1","1"
"3500",988,"B000GIQT06","drink","[0, 1]","mix",4,1,"I can stir it into a glass of milk real fast if I'm in a hurry (doesn't really mix in, but good enough to drink real quick and much better than any other powder I've tried).",1311552000,"drink","mix","drink","mix","0","1","1"
"3501",988,"B000GIQT06","powder","[0, 1]","other",4,1,"I can stir it into a glass of milk real fast if I'm in a hurry (doesn't really mix in, but good enough to drink real quick and much better than any other powder I've tried).",1311552000,"powder","other","powder","other","1","1","1"
"3502",989,"B000GIQT06","powder","[0, 0]","natural",5,0,"I am not a fan of chemicals in my food and I was looking for a natural whey protein powder.",1364515200,"powder","natural","powder","natur","0","1","1"
"3503",989,"B000GIQT06","powder","[0, 0]","whey",5,0,"I am not a fan of chemicals in my food and I was looking for a natural whey protein powder.",1364515200,"powder","whey","powder","whey","1","1","1"
"3504",989,"B000GIQT06","taste","[0, 0]","great",5,2,"This fit the bill and it tastes great!",1364515200,"taste","great","tast","great","1","1","1"
"3505",989,"B000GIQT06","protein","[0, 0]","whey",5,0,"I make a morning smoothie using a scoop of whey protein, frozen berries, frozen tropical fruits, and kale.",1364515200,"protein","whey","protein","whey","1","1","1"
"3506",989,"B000GIQT06","fruits","[0, 0]","frozen",5,0,"I make a morning smoothie using a scoop of whey protein, frozen berries, frozen tropical fruits, and kale.",1364515200,"fruit","frozen","fruit","frozen","1","1","1"
"3507",989,"B000GIQT06","fruits","[0, 0]","tropical",5,0,"I make a morning smoothie using a scoop of whey protein, frozen berries, frozen tropical fruits, and kale.",1364515200,"fruit","tropical","fruit","tropic","0","1","0"
"3508",990,"B000GIQT06","taste","[0, 0]","great",5,2,"This powder tastes great and has the protein punch you're looking for.",1371600000,"taste","great","tast","great","1","1","1"
"3509",991,"B000GIQT06","taste","[0, 0]","delicious",5,2,"Just got this and it tastes delicious!",1402876800,"taste","delicious","tast","delici","2","1","2"
"3510",992,"B000GIQT06","flavor","[2, 2]","strawberry",4,-1,"One day I mixed one scoop of the strawberry flavor in some milk and shook it up inside my blender bottle.",1360281600,"flavor","strawberry","flavor","strawberri","1","1","1"
"3511",992,"B000GIQT06","milk","[2, 2]","strawberry",4,-1,"One day I mixed one scoop of the strawberry flavor in some milk and shook it up inside my blender bottle.",1360281600,"milk","strawberry","milk","strawberri","0","1","1"
"3512",992,"B000GIQT06","consistency","[2, 2]","nice",4,0,"After shaking it up, it actually tasted like cold coffee, something I wouldn't mind drinking daily even as a treat, the protein+milk give it a nice creamy consistency.",1360281600,"consistency","nice","consist","nice","0","0","2"
"3513",992,"B000GIQT06","consistency","[2, 2]","creamy",4,0,"After shaking it up, it actually tasted like cold coffee, something I wouldn't mind drinking daily even as a treat, the protein+milk give it a nice creamy consistency.",1360281600,"consistency","creamy","consist","creami","0","0","0"
"3514",992,"B000GIQT06","taste","[2, 2]","think",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"taste","think","tast","think","0","1","0"
"3515",992,"B000GIQT06","flavor","[2, 2]","strawberry",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"flavor","strawberry","flavor","strawberri","1","1","1"
"3516",992,"B000GIQT06","powder","[2, 2]","milk-Protein",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"powder","milk-protein","powder","milk-protein","0","1","0"
"3517",992,"B000GIQT06","powder","[2, 2]","other",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"powder","other","powder","other","1","1","1"
"3518",992,"B000GIQT06","milk","[2, 2]","instant",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"milk","instant","milk","instant","0","1","0"
"3519",992,"B000GIQT06","milk","[2, 2]","Vinacafe",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"milk","vinacafe","milk","vinacaf","0","1","0"
"3520",992,"B000GIQT06","contents","[2, 2]","dry",4,1,"I wasn't able to taste the strawberry flavor after adding the packet of instant coffee, but I think it would possibly taste good if it was mixed with any of the other protein flavors.-Blender bottle-8-10oz of milk-Protein powder (1 scoop)-1 packet Vinacafe 3-1 instant coffeePour 8-10oz of milk into blender bottle  (the kind with a whisk ball)Put 1 scoop of protein powder into blender bottleNext pour in 1 packet of Vinacafe 3-1 instant coffee powderShake until all of the dry contents are disolved inside of the milk.Using a blender for this would probably work too, but I haven't tried it.",1360281600,"content","dry","content","dri","0","0","0"
"3521",993,"B000GIQT06","quality","[0, 0]","Good",4,1,"Good quality for whey.",1363737600,"quality","good","qualiti","good","1","1","1"
"3522",993,"B000GIQT06","products","[0, 0]","par",4,0,"On par with other products form this company.",1363737600,"product","par","product","par","0","1","0"
"3523",994,"B000GIQT06","protein","[0, 0]","best",4,1,"still the best protein powder, but the flavor is different",1287273600,"protein","best","protein","best","1","1","1"
"3524",994,"B000GIQT06","flavor","[0, 0]","different",4,1,"still the best protein powder, but the flavor is different",1287273600,"flavor","different","flavor","differ","1","1","1"
"3525",994,"B000GIQT06","sweeteners","[0, 0]","artificial",4,0,"If you are looking for a product without artificial sweeteners, and not loaded with sugar, this is the product.",1287273600,"sweetener","artificial","sweeten","artifici","1","1","1"
"3526",994,"B000GIQT06","taste","[0, 0]","different",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"taste","different","tast","differ","0","1","1"
"3527",994,"B000GIQT06","taste","[0, 0]","excellent",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"taste","excellent","tast","excel","2","1","1"
"3528",994,"B000GIQT06","protein","[0, 0]","high",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"protein","high","protein","high","1","1","1"
"3529",994,"B000GIQT06","protein","[0, 0]","easy",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"protein","easy","protein","easi","0","1","1"
"3530",994,"B000GIQT06","protein","[0, 0]","carb",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"protein","carb","protein","carb","0","1","0"
"3531",994,"B000GIQT06","bottle","[0, 0]","different",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"bottle","different","bottl","differ","0","1","1"
"3532",994,"B000GIQT06","tastes","[0, 0]","excellent",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"taste","excellent","tast","excel","2","1","1"
"3533",994,"B000GIQT06","bottles","[0, 0]","different",4,0,"It always had an excellent taste and fulfilled the need for high protein, low carb, and easy on the wallet.I would give 5 stars, except this bottle tastes a little different than all the other bottles I've had, like maybe they have switched up something, and it does not taste as good as before.",1287273600,"bottle","different","bottl","differ","0","1","1"
"3534",994,"B000GIQT06","product","[0, 0]","competitive",4,-1,"But with every competitive product seeming to be loaded with artificial sweeteners or tons of carbs, an athlete looking for low carb protein without artificial sweeteners is probably limited to this.",1287273600,"product","competitive","product","competit","0","1","0"
"3535",994,"B000GIQT06","sweeteners","[0, 0]","artificial",4,-1,"But with every competitive product seeming to be loaded with artificial sweeteners or tons of carbs, an athlete looking for low carb protein without artificial sweeteners is probably limited to this.",1287273600,"sweetener","artificial","sweeten","artifici","1","1","1"
"3536",994,"B000GIQT06","carbs","[0, 0]","artificial",4,-1,"But with every competitive product seeming to be loaded with artificial sweeteners or tons of carbs, an athlete looking for low carb protein without artificial sweeteners is probably limited to this.",1287273600,"carbs","artificial","carb","artifici","0","0","1"
"3537",994,"B000GIQT06","carb","[0, 0]","artificial",4,-1,"But with every competitive product seeming to be loaded with artificial sweeteners or tons of carbs, an athlete looking for low carb protein without artificial sweeteners is probably limited to this.",1287273600,"carb","artificial","carb","artifici","0","0","1"
"3538",994,"B000GIQT06","protein","[0, 0]","low",4,-1,"But with every competitive product seeming to be loaded with artificial sweeteners or tons of carbs, an athlete looking for low carb protein without artificial sweeteners is probably limited to this.",1287273600,"protein","low","protein","low","0","1","1"
"3539",995,"B000GIQT06","proteins","[0, 0]","different",4,0,"Through my years in various competitive sports, I've tried a lot of different proteins, and I keep coming back to this.",1369785600,"protein","different","protein","differ","1","1","1"
"3540",995,"B000GIQT06","powders","[0, 0]","mixable",4,0,"It's simple, it's mixable with other supplement powders, it just works.",1369785600,"powder","mixable","powder","mixabl","0","1","0"
"3541",995,"B000GIQT06","protein","[0, 0]","other",4,1,"I usually compete in weight class sports and I can rely on this to give me protein to support my training during cutting phases and not put on any water bloat that some other proteins seem to.",1369785600,"protein","other","protein","other","1","1","1"
"3542",995,"B000GIQT06","proteins","[0, 0]","other",4,1,"I usually compete in weight class sports and I can rely on this to give me protein to support my training during cutting phases and not put on any water bloat that some other proteins seem to.",1369785600,"protein","other","protein","other","1","1","1"
"3543",996,"B000GIQT06","powder","[0, 0]","one-scoop",4,0,"A nice one-scoop shake of protein powder really tops off a good workout.",1377907200,"powder","one-scoop","powder","one-scoop","0","1","0"
"3544",996,"B000GIQT06","powder","[0, 0]","nice",4,0,"A nice one-scoop shake of protein powder really tops off a good workout.",1377907200,"powder","nice","powder","nice","0","1","2"
"3545",996,"B000GIQT06","workout","[0, 0]","good",4,0,"A nice one-scoop shake of protein powder really tops off a good workout.",1377907200,"workout","good","workout","good","0","1","1"
"3546",996,"B000GIQT06","size","[0, 0]","rapid",4,-1,"I'm fairly skinny, with an absurdly high metabolism, and I do notice a more rapid increase in muscle size when taking protein shake after a workout.",1377907200,"size","rapid","size","rapid","0","1","0"
"3547",996,"B000GIQT06","flavors","[0, 0]","awful",4,-3,"I docked one star since the flavors really are awful and leave a really chalky feeling in my mouth.",1377907200,"flavor","awful","flavor","aw","0","1","0"
"3548",996,"B000GIQT06","feeling","[0, 0]","chalky",4,-3,"I docked one star since the flavors really are awful and leave a really chalky feeling in my mouth.",1377907200,"feeling","chalky","feel","chalki","0","0","0"
"3549",996,"B000GIQT06","powder","[0, 0]","expensive",4,0,"Also, I don't know if it's always this way, but the natural powder was more expensive.",1377907200,"powder","expensive","powder","expens","0","1","0"
"3550",996,"B000GIQT06","sweeteners","[0, 0]","artificial",4,0,"I don't like having to pay extra to -not- include the artificial sweeteners and whatnot.",1377907200,"sweetener","artificial","sweeten","artifici","1","1","1"
"3551",996,"B000GIQT06","brand","[0, 0]","best",4,2,"Overall, I think ON is the best brand out there for protein, and the 5lb tubs are a pretty good deal.",1377907200,"brand","best","brand","best","1","1","1"
"3552",996,"B000GIQT06","purchase","[0, 0]","sure",4,0,"Make sure to buy online, else you'll be paying some ridiculous markups.",1377907200,"purchase","sure","purchas","sure","0","0","0"
"3553",997,"B000GIQT06","proteins","[0, 0]","different",5,2,"I've used a LOT of different whey proteins over the years and have to say that this is one of the best I've used.Great mixabilty, great taste and a very good deal.Highly recommended.",1375315200,"protein","different","protein","differ","1","1","1"
"3554",997,"B000GIQT06","taste","[0, 0]","great",5,2,"I've used a LOT of different whey proteins over the years and have to say that this is one of the best I've used.Great mixabilty, great taste and a very good deal.Highly recommended.",1375315200,"taste","great","tast","great","1","1","1"
"3555",998,"B000GIQT06","bit","[0, 0]","tiny",5,2,"YOu can always and a tiny bit of cocoa, instant coffee, flavored extracts to spice things up but vanilla itself is still delicious.",1391990400,"bit","tiny","bit","tini","0","1","0"
"3556",999,"B000GIQT06","mix","[0, 0]","great",5,2,"Tastes great, very easy to mix, goes well with water or juice, and seems like it makes a difference.",1341964800,"mix","great","mix","great","1","1","1"
"3557",999,"B000GIQT06","mix","[0, 0]","easy",5,2,"Tastes great, very easy to mix, goes well with water or juice, and seems like it makes a difference.",1341964800,"mix","easy","mix","easi","1","1","1"
